Country,Year,Sex,Age,Population
Italy,2019,Male,0,244403
Italy,2019,Male,1,244403
Italy,2019,Male,2,244403
Italy,2019,Male,3,244403
Italy,2019,Male,4,244403
Italy,2019,Female,0,230116
Italy,2019,Female,1,230116
Italy,2019,Female,2,230116
Italy,2019,Female,3,230116
Italy,2019,Female,4,230116
Italy,2019,Male,5,278911
Italy,2019,Male,6,278911
Italy,2019,Male,7,278911
Italy,2019,Male,8,278911
Italy,2019,Male,9,278911
Italy,2019,Female,5,263024
Italy,2019,Female,6,263024
Italy,2019,Female,7,263024
Italy,2019,Female,8,263024
Italy,2019,Female,9,263024
Italy,2019,Male,10,294078
Italy,2019,Male,11,294078
Italy,2019,Male,12,294078
Italy,2019,Male,13,294078
Italy,2019,Male,14,294078
Italy,2019,Female,10,277289
Italy,2019,Female,11,277289
Italy,2019,Female,12,277289
Italy,2019,Female,13,277289
Italy,2019,Female,14,277289
Italy,2019,Male,15,295651
Italy,2019,Male,16,295651
Italy,2019,Male,17,295651
Italy,2019,Male,18,295651
Italy,2019,Male,19,295651
Italy,2019,Female,15,276255
Italy,2019,Female,16,276255
Italy,2019,Female,17,276255
Italy,2019,Female,18,276255
Italy,2019,Female,19,276255
Italy,2019,Male,20,305374
Italy,2019,Male,21,305374
Italy,2019,Male,22,305374
Italy,2019,Male,23,305374
Italy,2019,Male,24,305374
Italy,2019,Female,20,283222
Italy,2019,Female,21,283222
Italy,2019,Female,22,283222
Italy,2019,Female,23,283222
Italy,2019,Female,24,283222
Italy,2019,Male,25,324785
Italy,2019,Male,26,324785
Italy,2019,Male,27,324785
Italy,2019,Male,28,324785
Italy,2019,Male,29,324785
Italy,2019,Female,25,308541
Italy,2019,Female,26,308541
Italy,2019,Female,27,308541
Italy,2019,Female,28,308541
Italy,2019,Female,29,308541
Italy,2019,Male,30,340910
Italy,2019,Male,31,340910
Italy,2019,Male,32,340910
Italy,2019,Male,33,340910
Italy,2019,Male,34,340910
Italy,2019,Female,30,334242
Italy,2019,Female,31,334242
Italy,2019,Female,32,334242
Italy,2019,Female,33,334242
Italy,2019,Female,34,334242
Italy,2019,Male,35,370693
Italy,2019,Male,36,370693
Italy,2019,Male,37,370693
Italy,2019,Male,38,370693
Italy,2019,Male,39,370693
Italy,2019,Female,35,368376
Italy,2019,Female,36,368376
Italy,2019,Female,37,368376
Italy,2019,Female,38,368376
Italy,2019,Female,39,368376
Italy,2019,Male,40,429742
Italy,2019,Male,41,429742
Italy,2019,Male,42,429742
Italy,2019,Male,43,429742
Italy,2019,Male,44,429742
Italy,2019,Female,40,431511
Italy,2019,Female,41,431511
Italy,2019,Female,42,431511
Italy,2019,Female,43,431511
Italy,2019,Female,44,431511
Italy,2019,Male,45,484375
Italy,2019,Male,46,484375
Italy,2019,Male,47,484375
Italy,2019,Male,48,484375
Italy,2019,Male,49,484375
Italy,2019,Female,45,491704
Italy,2019,Female,46,491704
Italy,2019,Female,47,491704
Italy,2019,Female,48,491704
Italy,2019,Female,49,491704
Italy,2019,Male,50,480173
Italy,2019,Male,51,480173
Italy,2019,Male,52,480173
Italy,2019,Male,53,480173
Italy,2019,Male,54,480173
Italy,2019,Female,50,494904
Italy,2019,Female,51,494904
Italy,2019,Female,52,494904
Italy,2019,Female,53,494904
Italy,2019,Female,54,494904
Italy,2019,Male,55,442412
Italy,2019,Male,56,442412
Italy,2019,Male,57,442412
Italy,2019,Male,58,442412
Italy,2019,Male,59,442412
Italy,2019,Female,55,465252
Italy,2019,Female,56,465252
Italy,2019,Female,57,465252
Italy,2019,Female,58,465252
Italy,2019,Female,59,465252
Italy,2019,Male,60,369409
Italy,2019,Male,61,369409
Italy,2019,Male,62,369409
Italy,2019,Male,63,369409
Italy,2019,Male,64,369409
Italy,2019,Female,60,398949
Italy,2019,Female,61,398949
Italy,2019,Female,62,398949
Italy,2019,Female,63,398949
Italy,2019,Female,64,398949
Italy,2019,Male,65,334685
Italy,2019,Male,66,334685
Italy,2019,Male,67,334685
Italy,2019,Male,68,334685
Italy,2019,Male,69,334685
Italy,2019,Female,65,369011
Italy,2019,Female,66,369011
Italy,2019,Female,67,369011
Italy,2019,Female,68,369011
Italy,2019,Female,69,369011
Italy,2019,Male,75,231755
Italy,2019,Male,76,231755
Italy,2019,Male,77,231755
Italy,2019,Male,78,231755
Italy,2019,Male,79,231755
Italy,2019,Female,75,288105
Italy,2019,Female,76,288105
Italy,2019,Female,77,288105
Italy,2019,Female,78,288105
Italy,2019,Female,79,288105
Italy,2019,Male,80,38466
Italy,2019,Male,81,38466
Italy,2019,Male,82,38466
Italy,2019,Male,83,38466
Italy,2019,Male,84,38466
Italy,2019,Male,85,38466
Italy,2019,Male,86,38466
Italy,2019,Male,87,38466
Italy,2019,Male,88,38466
Italy,2019,Male,89,38466
Italy,2019,Male,90,38466
Italy,2019,Male,91,38466
Italy,2019,Male,92,38466
Italy,2019,Male,93,38466
Italy,2019,Male,94,38466
Italy,2019,Male,95,38466
Italy,2019,Male,96,38466
Italy,2019,Male,97,38466
Italy,2019,Male,98,38466
Italy,2019,Male,99,38466
Italy,2019,Male,100,38466
Italy,2019,Male,101,38466
Italy,2019,Male,102,38466
Italy,2019,Male,103,38466
Italy,2019,Male,104,38466
Italy,2019,Male,105,38466
Italy,2019,Male,106,38466
Italy,2019,Male,107,38466
Italy,2019,Male,108,38466
Italy,2019,Male,109,38466
Italy,2019,Male,110,38466
Italy,2019,Male,111,38466
Italy,2019,Male,112,38466
Italy,2019,Male,113,38466
Italy,2019,Male,114,38466
Italy,2019,Male,115,38466
Italy,2019,Male,116,38466
Italy,2019,Male,117,38466
Italy,2019,Male,118,38466
Italy,2019,Male,119,38466
Italy,2019,Male,120,38466
Italy,2019,Male,121,38466
Italy,2019,Male,122,38466
Italy,2019,Female,80,64953
Italy,2019,Female,81,64953
Italy,2019,Female,82,64953
Italy,2019,Female,83,64953
Italy,2019,Female,84,64953
Italy,2019,Female,85,64953
Italy,2019,Female,86,64953
Italy,2019,Female,87,64953
Italy,2019,Female,88,64953
Italy,2019,Female,89,64953
Italy,2019,Female,90,64953
Italy,2019,Female,91,64953
Italy,2019,Female,92,64953
Italy,2019,Female,93,64953
Italy,2019,Female,94,64953
Italy,2019,Female,95,64953
Italy,2019,Female,96,64953
Italy,2019,Female,97,64953
Italy,2019,Female,98,64953
Italy,2019,Female,99,64953
Italy,2019,Female,100,64953
Italy,2019,Female,101,64953
Italy,2019,Female,102,64953
Italy,2019,Female,103,64953
Italy,2019,Female,104,64953
Italy,2019,Female,105,64953
Italy,2019,Female,106,64953
Italy,2019,Female,107,64953
Italy,2019,Female,108,64953
Italy,2019,Female,109,64953
Italy,2019,Female,110,64953
Italy,2019,Female,111,64953
Italy,2019,Female,112,64953
Italy,2019,Female,113,64953
Italy,2019,Female,114,64953
Italy,2019,Female,115,64953
Italy,2019,Female,116,64953
Italy,2019,Female,117,64953
Italy,2019,Female,118,64953
Italy,2019,Female,119,64953
Italy,2019,Female,120,64953
Italy,2019,Female,121,64953
Italy,2019,Female,122,64953
Italy,2018,Male,0,250813
Italy,2018,Male,1,250813
Italy,2018,Male,2,250813
Italy,2018,Male,3,250813
Italy,2018,Male,4,250813
Italy,2018,Female,0,236029
Italy,2018,Female,1,236029
Italy,2018,Female,2,236029
Italy,2018,Female,3,236029
Italy,2018,Female,4,236029
Italy,2018,Male,5,283948
Italy,2018,Male,6,283948
Italy,2018,Male,7,283948
Italy,2018,Male,8,283948
Italy,2018,Male,9,283948
Italy,2018,Female,5,267936
Italy,2018,Female,6,267936
Italy,2018,Female,7,267936
Italy,2018,Female,8,267936
Italy,2018,Female,9,267936
Italy,2018,Male,10,294585
Italy,2018,Male,11,294585
Italy,2018,Male,12,294585
Italy,2018,Male,13,294585
Italy,2018,Male,14,294585
Italy,2018,Female,10,277418
Italy,2018,Female,11,277418
Italy,2018,Female,12,277418
Italy,2018,Female,13,277418
Italy,2018,Female,14,277418
Italy,2018,Male,15,295690
Italy,2018,Male,16,295690
Italy,2018,Male,17,295690
Italy,2018,Male,18,295690
Italy,2018,Male,19,295690
Italy,2018,Female,15,275110
Italy,2018,Female,16,275110
Italy,2018,Female,17,275110
Italy,2018,Female,18,275110
Italy,2018,Female,19,275110
Italy,2018,Male,20,307307
Italy,2018,Male,21,307307
Italy,2018,Male,22,307307
Italy,2018,Male,23,307307
Italy,2018,Male,24,307307
Italy,2018,Female,20,285371
Italy,2018,Female,21,285371
Italy,2018,Female,22,285371
Italy,2018,Female,23,285371
Italy,2018,Female,24,285371
Italy,2018,Male,25,325861
Italy,2018,Male,26,325861
Italy,2018,Male,27,325861
Italy,2018,Male,28,325861
Italy,2018,Male,29,325861
Italy,2018,Female,25,311501
Italy,2018,Female,26,311501
Italy,2018,Female,27,311501
Italy,2018,Female,28,311501
Italy,2018,Female,29,311501
Italy,2018,Male,30,343366
Italy,2018,Male,31,343366
Italy,2018,Male,32,343366
Italy,2018,Male,33,343366
Italy,2018,Male,34,343366
Italy,2018,Female,30,337736
Italy,2018,Female,31,337736
Italy,2018,Female,32,337736
Italy,2018,Female,33,337736
Italy,2018,Female,34,337736
Italy,2018,Male,35,379841
Italy,2018,Male,36,379841
Italy,2018,Male,37,379841
Italy,2018,Male,38,379841
Italy,2018,Male,39,379841
Italy,2018,Female,35,378260
Italy,2018,Female,36,378260
Italy,2018,Female,37,378260
Italy,2018,Female,38,378260
Italy,2018,Female,39,378260
Italy,2018,Male,40,444097
Italy,2018,Male,41,444097
Italy,2018,Male,42,444097
Italy,2018,Male,43,444097
Italy,2018,Male,44,444097
Italy,2018,Female,40,446739
Italy,2018,Female,41,446739
Italy,2018,Female,42,446739
Italy,2018,Female,43,446739
Italy,2018,Female,44,446739
Italy,2018,Male,45,487853
Italy,2018,Male,46,487853
Italy,2018,Male,47,487853
Italy,2018,Male,48,487853
Italy,2018,Male,49,487853
Italy,2018,Female,45,496316
Italy,2018,Female,46,496316
Italy,2018,Female,47,496316
Italy,2018,Female,48,496316
Italy,2018,Female,49,496316
Italy,2018,Male,50,478308
Italy,2018,Male,51,478308
Italy,2018,Male,52,478308
Italy,2018,Male,53,478308
Italy,2018,Male,54,478308
Italy,2018,Female,50,494243
Italy,2018,Female,51,494243
Italy,2018,Female,52,494243
Italy,2018,Female,53,494243
Italy,2018,Female,54,494243
Italy,2018,Male,55,429734
Italy,2018,Male,56,429734
Italy,2018,Male,57,429734
Italy,2018,Male,58,429734
Italy,2018,Male,59,429734
Italy,2018,Female,55,453499
Italy,2018,Female,56,453499
Italy,2018,Female,57,453499
Italy,2018,Female,58,453499
Italy,2018,Female,59,453499
Italy,2018,Male,60,362035
Italy,2018,Male,61,362035
Italy,2018,Male,62,362035
Italy,2018,Male,63,362035
Italy,2018,Male,64,362035
Italy,2018,Female,60,391330
Italy,2018,Female,61,391330
Italy,2018,Female,62,391330
Italy,2018,Female,63,391330
Italy,2018,Female,64,391330
Italy,2018,Male,65,337995
Italy,2018,Male,66,337995
Italy,2018,Male,67,337995
Italy,2018,Male,68,337995
Italy,2018,Male,69,337995
Italy,2018,Female,65,372379
Italy,2018,Female,66,372379
Italy,2018,Female,67,372379
Italy,2018,Female,68,372379
Italy,2018,Female,69,372379
Italy,2018,Male,75,233509
Italy,2018,Male,76,233509
Italy,2018,Male,77,233509
Italy,2018,Male,78,233509
Italy,2018,Male,79,233509
Italy,2018,Female,75,292586
Italy,2018,Female,76,292586
Italy,2018,Female,77,292586
Italy,2018,Female,78,292586
Italy,2018,Female,79,292586
Italy,2018,Male,80,37452
Italy,2018,Male,81,37452
Italy,2018,Male,82,37452
Italy,2018,Male,83,37452
Italy,2018,Male,84,37452
Italy,2018,Male,85,37452
Italy,2018,Male,86,37452
Italy,2018,Male,87,37452
Italy,2018,Male,88,37452
Italy,2018,Male,89,37452
Italy,2018,Male,90,37452
Italy,2018,Male,91,37452
Italy,2018,Male,92,37452
Italy,2018,Male,93,37452
Italy,2018,Male,94,37452
Italy,2018,Male,95,37452
Italy,2018,Male,96,37452
Italy,2018,Male,97,37452
Italy,2018,Male,98,37452
Italy,2018,Male,99,37452
Italy,2018,Male,100,37452
Italy,2018,Male,101,37452
Italy,2018,Male,102,37452
Italy,2018,Male,103,37452
Italy,2018,Male,104,37452
Italy,2018,Male,105,37452
Italy,2018,Male,106,37452
Italy,2018,Male,107,37452
Italy,2018,Male,108,37452
Italy,2018,Male,109,37452
Italy,2018,Male,110,37452
Italy,2018,Male,111,37452
Italy,2018,Male,112,37452
Italy,2018,Male,113,37452
Italy,2018,Male,114,37452
Italy,2018,Male,115,37452
Italy,2018,Male,116,37452
Italy,2018,Male,117,37452
Italy,2018,Male,118,37452
Italy,2018,Male,119,37452
Italy,2018,Male,120,37452
Italy,2018,Male,121,37452
Italy,2018,Male,122,37452
Italy,2018,Female,80,64000
Italy,2018,Female,81,64000
Italy,2018,Female,82,64000
Italy,2018,Female,83,64000
Italy,2018,Female,84,64000
Italy,2018,Female,85,64000
Italy,2018,Female,86,64000
Italy,2018,Female,87,64000
Italy,2018,Female,88,64000
Italy,2018,Female,89,64000
Italy,2018,Female,90,64000
Italy,2018,Female,91,64000
Italy,2018,Female,92,64000
Italy,2018,Female,93,64000
Italy,2018,Female,94,64000
Italy,2018,Female,95,64000
Italy,2018,Female,96,64000
Italy,2018,Female,97,64000
Italy,2018,Female,98,64000
Italy,2018,Female,99,64000
Italy,2018,Female,100,64000
Italy,2018,Female,101,64000
Italy,2018,Female,102,64000
Italy,2018,Female,103,64000
Italy,2018,Female,104,64000
Italy,2018,Female,105,64000
Italy,2018,Female,106,64000
Italy,2018,Female,107,64000
Italy,2018,Female,108,64000
Italy,2018,Female,109,64000
Italy,2018,Female,110,64000
Italy,2018,Female,111,64000
Italy,2018,Female,112,64000
Italy,2018,Female,113,64000
Italy,2018,Female,114,64000
Italy,2018,Female,115,64000
Italy,2018,Female,116,64000
Italy,2018,Female,117,64000
Italy,2018,Female,118,64000
Italy,2018,Female,119,64000
Italy,2018,Female,120,64000
Italy,2018,Female,121,64000
Italy,2018,Female,122,64000
Italy,2017,Male,0,257679
Italy,2017,Male,1,257679
Italy,2017,Male,2,257679
Italy,2017,Male,3,257679
Italy,2017,Male,4,257679
Italy,2017,Female,0,242378
Italy,2017,Female,1,242378
Italy,2017,Female,2,242378
Italy,2017,Female,3,242378
Italy,2017,Female,4,242378
Italy,2017,Male,5,288176
Italy,2017,Male,6,288176
Italy,2017,Male,7,288176
Italy,2017,Male,8,288176
Italy,2017,Male,9,288176
Italy,2017,Female,5,272007
Italy,2017,Female,6,272007
Italy,2017,Female,7,272007
Italy,2017,Female,8,272007
Italy,2017,Female,9,272007
Italy,2017,Male,10,294441
Italy,2017,Male,11,294441
Italy,2017,Male,12,294441
Italy,2017,Male,13,294441
Italy,2017,Male,14,294441
Italy,2017,Female,10,276784
Italy,2017,Female,11,276784
Italy,2017,Female,12,276784
Italy,2017,Female,13,276784
Italy,2017,Female,14,276784
Italy,2017,Male,15,295608
Italy,2017,Male,16,295608
Italy,2017,Male,17,295608
Italy,2017,Male,18,295608
Italy,2017,Male,19,295608
Italy,2017,Female,15,273785
Italy,2017,Female,16,273785
Italy,2017,Female,17,273785
Italy,2017,Female,18,273785
Italy,2017,Female,19,273785
Italy,2017,Male,20,309408
Italy,2017,Male,21,309408
Italy,2017,Male,22,309408
Italy,2017,Male,23,309408
Italy,2017,Male,24,309408
Italy,2017,Female,20,288079
Italy,2017,Female,21,288079
Italy,2017,Female,22,288079
Italy,2017,Female,23,288079
Italy,2017,Female,24,288079
Italy,2017,Male,25,326945
Italy,2017,Male,26,326945
Italy,2017,Male,27,326945
Italy,2017,Male,28,326945
Italy,2017,Male,29,326945
Italy,2017,Female,25,314641
Italy,2017,Female,26,314641
Italy,2017,Female,27,314641
Italy,2017,Female,28,314641
Italy,2017,Female,29,314641
Italy,2017,Male,30,346702
Italy,2017,Male,31,346702
Italy,2017,Male,32,346702
Italy,2017,Male,33,346702
Italy,2017,Male,34,346702
Italy,2017,Female,30,341884
Italy,2017,Female,31,341884
Italy,2017,Female,32,341884
Italy,2017,Female,33,341884
Italy,2017,Female,34,341884
Italy,2017,Male,35,390424
Italy,2017,Male,36,390424
Italy,2017,Male,37,390424
Italy,2017,Male,38,390424
Italy,2017,Male,39,390424
Italy,2017,Female,35,389575
Italy,2017,Female,36,389575
Italy,2017,Female,37,389575
Italy,2017,Female,38,389575
Italy,2017,Female,39,389575
Italy,2017,Male,40,458382
Italy,2017,Male,41,458382
Italy,2017,Male,42,458382
Italy,2017,Male,43,458382
Italy,2017,Male,44,458382
Italy,2017,Female,40,461909
Italy,2017,Female,41,461909
Italy,2017,Female,42,461909
Italy,2017,Female,43,461909
Italy,2017,Female,44,461909
Italy,2017,Male,45,488953
Italy,2017,Male,46,488953
Italy,2017,Male,47,488953
Italy,2017,Male,48,488953
Italy,2017,Male,49,488953
Italy,2017,Female,45,498548
Italy,2017,Female,46,498548
Italy,2017,Female,47,498548
Italy,2017,Female,48,498548
Italy,2017,Female,49,498548
Italy,2017,Male,50,475495
Italy,2017,Male,51,475495
Italy,2017,Male,52,475495
Italy,2017,Male,53,475495
Italy,2017,Male,54,475495
Italy,2017,Female,50,492539
Italy,2017,Female,51,492539
Italy,2017,Female,52,492539
Italy,2017,Female,53,492539
Italy,2017,Female,54,492539
Italy,2017,Male,55,415968
Italy,2017,Male,56,415968
Italy,2017,Male,57,415968
Italy,2017,Male,58,415968
Italy,2017,Male,59,415968
Italy,2017,Female,55,440465
Italy,2017,Female,56,440465
Italy,2017,Female,57,440465
Italy,2017,Female,58,440465
Italy,2017,Female,59,440465
Italy,2017,Male,60,356822
Italy,2017,Male,61,356822
Italy,2017,Male,62,356822
Italy,2017,Male,63,356822
Italy,2017,Male,64,356822
Italy,2017,Female,60,385601
Italy,2017,Female,61,385601
Italy,2017,Female,62,385601
Italy,2017,Female,63,385601
Italy,2017,Female,64,385601
Italy,2017,Male,65,342407
Italy,2017,Male,66,342407
Italy,2017,Male,67,342407
Italy,2017,Male,68,342407
Italy,2017,Male,69,342407
Italy,2017,Female,65,376760
Italy,2017,Female,66,376760
Italy,2017,Female,67,376760
Italy,2017,Female,68,376760
Italy,2017,Female,69,376760
Italy,2017,Male,75,238880
Italy,2017,Male,76,238880
Italy,2017,Male,77,238880
Italy,2017,Male,78,238880
Italy,2017,Male,79,238880
Italy,2017,Female,75,300843
Italy,2017,Female,76,300843
Italy,2017,Female,77,300843
Italy,2017,Female,78,300843
Italy,2017,Female,79,300843
Italy,2017,Male,80,36126
Italy,2017,Male,81,36126
Italy,2017,Male,82,36126
Italy,2017,Male,83,36126
Italy,2017,Male,84,36126
Italy,2017,Male,85,36126
Italy,2017,Male,86,36126
Italy,2017,Male,87,36126
Italy,2017,Male,88,36126
Italy,2017,Male,89,36126
Italy,2017,Male,90,36126
Italy,2017,Male,91,36126
Italy,2017,Male,92,36126
Italy,2017,Male,93,36126
Italy,2017,Male,94,36126
Italy,2017,Male,95,36126
Italy,2017,Male,96,36126
Italy,2017,Male,97,36126
Italy,2017,Male,98,36126
Italy,2017,Male,99,36126
Italy,2017,Male,100,36126
Italy,2017,Male,101,36126
Italy,2017,Male,102,36126
Italy,2017,Male,103,36126
Italy,2017,Male,104,36126
Italy,2017,Male,105,36126
Italy,2017,Male,106,36126
Italy,2017,Male,107,36126
Italy,2017,Male,108,36126
Italy,2017,Male,109,36126
Italy,2017,Male,110,36126
Italy,2017,Male,111,36126
Italy,2017,Male,112,36126
Italy,2017,Male,113,36126
Italy,2017,Male,114,36126
Italy,2017,Male,115,36126
Italy,2017,Male,116,36126
Italy,2017,Male,117,36126
Italy,2017,Male,118,36126
Italy,2017,Male,119,36126
Italy,2017,Male,120,36126
Italy,2017,Male,121,36126
Italy,2017,Male,122,36126
Italy,2017,Female,80,62764
Italy,2017,Female,81,62764
Italy,2017,Female,82,62764
Italy,2017,Female,83,62764
Italy,2017,Female,84,62764
Italy,2017,Female,85,62764
Italy,2017,Female,86,62764
Italy,2017,Female,87,62764
Italy,2017,Female,88,62764
Italy,2017,Female,89,62764
Italy,2017,Female,90,62764
Italy,2017,Female,91,62764
Italy,2017,Female,92,62764
Italy,2017,Female,93,62764
Italy,2017,Female,94,62764
Italy,2017,Female,95,62764
Italy,2017,Female,96,62764
Italy,2017,Female,97,62764
Italy,2017,Female,98,62764
Italy,2017,Female,99,62764
Italy,2017,Female,100,62764
Italy,2017,Female,101,62764
Italy,2017,Female,102,62764
Italy,2017,Female,103,62764
Italy,2017,Female,104,62764
Italy,2017,Female,105,62764
Italy,2017,Female,106,62764
Italy,2017,Female,107,62764
Italy,2017,Female,108,62764
Italy,2017,Female,109,62764
Italy,2017,Female,110,62764
Italy,2017,Female,111,62764
Italy,2017,Female,112,62764
Italy,2017,Female,113,62764
Italy,2017,Female,114,62764
Italy,2017,Female,115,62764
Italy,2017,Female,116,62764
Italy,2017,Female,117,62764
Italy,2017,Female,118,62764
Italy,2017,Female,119,62764
Italy,2017,Female,120,62764
Italy,2017,Female,121,62764
Italy,2017,Female,122,62764
Italy,2016,Male,0,264920
Italy,2016,Male,1,264920
Italy,2016,Male,2,264920
Italy,2016,Male,3,264920
Italy,2016,Male,4,264920
Italy,2016,Female,0,249221
Italy,2016,Female,1,249221
Italy,2016,Female,2,249221
Italy,2016,Female,3,249221
Italy,2016,Female,4,249221
Italy,2016,Male,5,291203
Italy,2016,Male,6,291203
Italy,2016,Male,7,291203
Italy,2016,Male,8,291203
Italy,2016,Male,9,291203
Italy,2016,Female,5,274812
Italy,2016,Female,6,274812
Italy,2016,Female,7,274812
Italy,2016,Female,8,274812
Italy,2016,Female,9,274812
Italy,2016,Male,10,293896
Italy,2016,Male,11,293896
Italy,2016,Male,12,293896
Italy,2016,Male,13,293896
Italy,2016,Male,14,293896
Italy,2016,Female,10,275575
Italy,2016,Female,11,275575
Italy,2016,Female,12,275575
Italy,2016,Female,13,275575
Italy,2016,Female,14,275575
Italy,2016,Male,15,295489
Italy,2016,Male,16,295489
Italy,2016,Male,17,295489
Italy,2016,Male,18,295489
Italy,2016,Male,19,295489
Italy,2016,Female,15,272651
Italy,2016,Female,16,272651
Italy,2016,Female,17,272651
Italy,2016,Female,18,272651
Italy,2016,Female,19,272651
Italy,2016,Male,20,311208
Italy,2016,Male,21,311208
Italy,2016,Male,22,311208
Italy,2016,Male,23,311208
Italy,2016,Male,24,311208
Italy,2016,Female,20,290863
Italy,2016,Female,21,290863
Italy,2016,Female,22,290863
Italy,2016,Female,23,290863
Italy,2016,Female,24,290863
Italy,2016,Male,25,328269
Italy,2016,Male,26,328269
Italy,2016,Male,27,328269
Italy,2016,Male,28,328269
Italy,2016,Male,29,328269
Italy,2016,Female,25,317945
Italy,2016,Female,26,317945
Italy,2016,Female,27,317945
Italy,2016,Female,28,317945
Italy,2016,Female,29,317945
Italy,2016,Male,30,351407
Italy,2016,Male,31,351407
Italy,2016,Male,32,351407
Italy,2016,Male,33,351407
Italy,2016,Male,34,351407
Italy,2016,Female,30,347340
Italy,2016,Female,31,347340
Italy,2016,Female,32,347340
Italy,2016,Female,33,347340
Italy,2016,Female,34,347340
Italy,2016,Male,35,402212
Italy,2016,Male,36,402212
Italy,2016,Male,37,402212
Italy,2016,Male,38,402212
Italy,2016,Male,39,402212
Italy,2016,Female,35,402114
Italy,2016,Female,36,402114
Italy,2016,Female,37,402114
Italy,2016,Female,38,402114
Italy,2016,Female,39,402114
Italy,2016,Male,40,470867
Italy,2016,Male,41,470867
Italy,2016,Male,42,470867
Italy,2016,Male,43,470867
Italy,2016,Male,44,470867
Italy,2016,Female,40,475311
Italy,2016,Female,41,475311
Italy,2016,Female,42,475311
Italy,2016,Female,43,475311
Italy,2016,Female,44,475311
Italy,2016,Male,45,488779
Italy,2016,Male,46,488779
Italy,2016,Male,47,488779
Italy,2016,Male,48,488779
Italy,2016,Male,49,488779
Italy,2016,Female,45,499503
Italy,2016,Female,46,499503
Italy,2016,Female,47,499503
Italy,2016,Female,48,499503
Italy,2016,Female,49,499503
Italy,2016,Male,50,470514
Italy,2016,Male,51,470514
Italy,2016,Male,52,470514
Italy,2016,Male,53,470514
Italy,2016,Male,54,470514
Italy,2016,Female,50,488567
Italy,2016,Female,51,488567
Italy,2016,Female,52,488567
Italy,2016,Female,53,488567
Italy,2016,Female,54,488567
Italy,2016,Male,55,402983
Italy,2016,Male,56,402983
Italy,2016,Male,57,402983
Italy,2016,Male,58,402983
Italy,2016,Male,59,402983
Italy,2016,Female,55,427921
Italy,2016,Female,56,427921
Italy,2016,Female,57,427921
Italy,2016,Female,58,427921
Italy,2016,Female,59,427921
Italy,2016,Male,60,353823
Italy,2016,Male,61,353823
Italy,2016,Male,62,353823
Italy,2016,Male,63,353823
Italy,2016,Male,64,353823
Italy,2016,Female,60,381994
Italy,2016,Female,61,381994
Italy,2016,Female,62,381994
Italy,2016,Female,63,381994
Italy,2016,Female,64,381994
Italy,2016,Male,65,344832
Italy,2016,Male,66,344832
Italy,2016,Male,67,344832
Italy,2016,Male,68,344832
Italy,2016,Male,69,344832
Italy,2016,Female,65,378953
Italy,2016,Female,66,378953
Italy,2016,Female,67,378953
Italy,2016,Female,68,378953
Italy,2016,Female,69,378953
Italy,2016,Male,75,244157
Italy,2016,Male,76,244157
Italy,2016,Male,77,244157
Italy,2016,Male,78,244157
Italy,2016,Male,79,244157
Italy,2016,Female,75,308721
Italy,2016,Female,76,308721
Italy,2016,Female,77,308721
Italy,2016,Female,78,308721
Italy,2016,Female,79,308721
Italy,2016,Male,80,34623
Italy,2016,Male,81,34623
Italy,2016,Male,82,34623
Italy,2016,Male,83,34623
Italy,2016,Male,84,34623
Italy,2016,Male,85,34623
Italy,2016,Male,86,34623
Italy,2016,Male,87,34623
Italy,2016,Male,88,34623
Italy,2016,Male,89,34623
Italy,2016,Male,90,34623
Italy,2016,Male,91,34623
Italy,2016,Male,92,34623
Italy,2016,Male,93,34623
Italy,2016,Male,94,34623
Italy,2016,Male,95,34623
Italy,2016,Male,96,34623
Italy,2016,Male,97,34623
Italy,2016,Male,98,34623
Italy,2016,Male,99,34623
Italy,2016,Male,100,34623
Italy,2016,Male,101,34623
Italy,2016,Male,102,34623
Italy,2016,Male,103,34623
Italy,2016,Male,104,34623
Italy,2016,Male,105,34623
Italy,2016,Male,106,34623
Italy,2016,Male,107,34623
Italy,2016,Male,108,34623
Italy,2016,Male,109,34623
Italy,2016,Male,110,34623
Italy,2016,Male,111,34623
Italy,2016,Male,112,34623
Italy,2016,Male,113,34623
Italy,2016,Male,114,34623
Italy,2016,Male,115,34623
Italy,2016,Male,116,34623
Italy,2016,Male,117,34623
Italy,2016,Male,118,34623
Italy,2016,Male,119,34623
Italy,2016,Male,120,34623
Italy,2016,Male,121,34623
Italy,2016,Male,122,34623
Italy,2016,Female,80,61360
Italy,2016,Female,81,61360
Italy,2016,Female,82,61360
Italy,2016,Female,83,61360
Italy,2016,Female,84,61360
Italy,2016,Female,85,61360
Italy,2016,Female,86,61360
Italy,2016,Female,87,61360
Italy,2016,Female,88,61360
Italy,2016,Female,89,61360
Italy,2016,Female,90,61360
Italy,2016,Female,91,61360
Italy,2016,Female,92,61360
Italy,2016,Female,93,61360
Italy,2016,Female,94,61360
Italy,2016,Female,95,61360
Italy,2016,Female,96,61360
Italy,2016,Female,97,61360
Italy,2016,Female,98,61360
Italy,2016,Female,99,61360
Italy,2016,Female,100,61360
Italy,2016,Female,101,61360
Italy,2016,Female,102,61360
Italy,2016,Female,103,61360
Italy,2016,Female,104,61360
Italy,2016,Female,105,61360
Italy,2016,Female,106,61360
Italy,2016,Female,107,61360
Italy,2016,Female,108,61360
Italy,2016,Female,109,61360
Italy,2016,Female,110,61360
